Java HotSpot(TM) 64-Bit Server VM (25.152-b16) for windows-amd64 JRE (1.8.0_152-b16), built on Sep 14 2017 02:29:36 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 8282740k(3275896k free), swap 12810432k(5704936k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:+ManagementServer -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2017-11-10T19:44:55.399+0500: 254.678: [Full GC (Ergonomics) [PSYoungGen: 131584K->131584K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.2267677 secs] [Times: user=0.45 sys=0.03, real=0.23 secs] 
2017-11-10T19:44:55.626+0500: 254.905: [Full GC (Ergonomics) [PSYoungGen: 131584K->131584K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0869885 secs] [Times: user=0.34 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:55.713+0500: 254.993: [Full GC (Ergonomics) [PSYoungGen: 131584K->131584K(153088K)] [ParOldGen: 349696K->349696K(349696K)] 481280K->481280K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0985189 secs] [Times: user=0.17 sys=0.00, real=0.10 secs] 
2017-11-10T19:44:55.812+0500: 255.091: [Full GC (Allocation Failure) [PSYoungGen: 131584K->131582K(153088K)] [ParOldGen: 349696K->349696K(349696K)] 481280K->481278K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0911489 secs] [Times: user=0.33 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:55.904+0500: 255.184: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349696K->349695K(349696K)] 481280K->481279K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0877722 secs] [Times: user=0.38 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:55.992+0500: 255.272: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12835K->12835K(1060864K)], 0.0839178 secs] [Times: user=0.16 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:56.077+0500: 255.356: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12835K->12835K(1060864K)], 0.0848882 secs] [Times: user=0.36 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:56.162+0500: 255.441: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12835K->12835K(1060864K)], 0.0880460 secs] [Times: user=0.26 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:56.250+0500: 255.530: [Full GC (Allocation Failure) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12835K->12835K(1060864K)], 0.0886634 secs] [Times: user=0.30 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:56.339+0500: 255.619: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12835K->12835K(1060864K)], 0.0883070 secs] [Times: user=0.36 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:56.428+0500: 255.707: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481278K(502784K), [Metaspace: 12835K->12835K(1060864K)], 0.2012018 secs] [Times: user=0.58 sys=0.00, real=0.20 secs] 
2017-11-10T19:44:56.629+0500: 255.909: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349664K(349696K)] 481279K->481248K(502784K), [Metaspace: 12836K->12836K(1060864K)], 0.2051842 secs] [Times: user=0.59 sys=0.00, real=0.21 secs] 
2017-11-10T19:44:56.835+0500: 256.115: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349664K->349664K(349696K)] 481248K->481248K(502784K), [Metaspace: 12836K->12836K(1060864K)], 0.0878343 secs] [Times: user=0.22 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:56.923+0500: 256.203: [Full GC (Ergonomics) [PSYoungGen: 131584K->131584K(153088K)] [ParOldGen: 349664K->349664K(349696K)] 481248K->481248K(502784K), [Metaspace: 12836K->12836K(1060864K)], 0.2004606 secs] [Times: user=0.64 sys=0.00, real=0.20 secs] 
2017-11-10T19:44:57.124+0500: 256.404: [Full GC (Ergonomics) 
